# ECDICT bc015ed2e24a7abef49fc6dbbb7fe32c1dadaf8b | sha256 1a6947e04785db63613a92e14903cdae7954f7e84860b10e68e5c7cbb3f9c3cf | pack bnc | entries 40470
embark	im'bɑ:k	vi. 乘船，着手，从事，上飞机vt. 使上船，使上飞机，使从事
listlessly	'lɪstləslɪ	adv. 无精打采地，冷淡地
jilt	dʒilt	n. 抛弃情人者vt. 抛弃
infraction	in'frækʃәn	n. 违反，侵害[医] 不全骨折
impudence	'impjudәns	n. 厚颜无耻，无耻行为
howitzer	'hauitsә	n. 榴弹炮
hedging		[经] 平衡交易，套头交易
growling		a. 咆哮的，隆隆响的
groupy	'ɡru:pi	a. 易于组合的；趋于归组的；合群的，不搞个人英雄主义的
godliness	'gɒdlinis	n. 虔诚，敬神，信仰
flinty	'flinti	a. 燧石的，含燧石的，坚硬的，冷酷的
feint	feint	n. 伪装，假装，假托，佯攻vi. 装作，假装，佯攻a. 假的，虚饰的
existentialism	e^zi'stenʃәliz(ә)m	n. 存在主义
eraser	i'reisә	n. 擦子
dreadlock	'dredlɔk	n. "骇人"长发绺
curtained	'kɜːtənd	a. 挂帘子的
contraband	'kɒntrәbænd	n. 违禁品，走私a. 禁运的，非法买卖的
contoured	'kɔntuәd	a. 波状外形的
comedienne	kә.meidi'en	n. 喜剧女演员
bolero	bә'lerәu	n. 波列罗舞，波列罗舞曲，女用短上衣
boardwalk	'bɒ:dwɒ:k	n. 木板路，木板铺成的散步道
billowing	ˈbiləuɪŋ	v. 在波涛中翻滚（ billow的现在分词 ）; 扬起，鼓起; 潋滟
rippon		n. (Rippon)人名；（英）里彭
jeffreys		[计] 杰弗里斯
heffer		n. (Heffer)人名；（德）黑费尔；（法）埃费；（英、瑞典）赫弗
haywood	'heiwud	海伍德（姓氏）
goss	^ɔs	a. （瓷器）用戈斯氏瓷料制的
bulmer		n. (Bulmer)人名；（英）布尔默
balzac	'bælzæk	n. 巴尔扎克（法国小说家）
waterproofing	'wɔ:tә.pru:fiŋ. 'wɔ-	a. 防水的
valedictory	.væli'diktәri	a. 告别的n. 告别辞
unlearn	.ʌn'lә:n	vt. 使忘掉，从脑中扫除掉，抛掉以前的想法
stencilled	ˈstensəld	v. 用模板印（文字或图案）（ stencil的过去式和过去分词 ）
squiggle	'skwigl	n. 波形曲线，花体
spastics	ˈspæstɪks	n. <医>患痉挛性麻痹症的（ spastic的名词复数 ）; 痉挛性麻痹症引起的; <非正>（有时儿童用以骂人愚蠢）笨拙的; 无能的
shambolic	ʃæm'bɒlik	a. 大混乱的
seasonality	ˌsi:zəˈnæləti	季节性
scandalised		vt. （英）使感震惊；使愤慨；诽谤；使丢脸（等于scandalize） （scandalise的变形）
retouch	.ri:'tʌtʃ	v. 润饰，修整n. 润饰，修整，修整部分
resubmit	rɪzəb'mɪt	vt. 重发
physicality	fizi'kæliti	n. 肉体性
peevish	'pi:viʃ	a. 易怒的，暴躁的，带怒气的，撒娇的
overvalue	.әuvә'vælju:	vt. 估价过高，过分尊重，估计过高
ousted	austid	v. 驱逐（ oust的过去式和过去分词 ）; 革职; 罢黜; 剥夺
offsetting	'ɔ:f,setiŋ	n. 位移；位移指线路；斜率，不均匀性
numbed	nʌmd	v. 使麻木，使麻痹（ numb的过去式和过去分词 ）
megalithic	.megә'liθik	a. 巨石的
lameness	'leimnis	n. 跛，瘸，残废[医] 跛，跛行
interweave	intә'wi:v	v. （使）交织，织进，（使）混杂
flapper	'flæpә	n. 拍击者，惊鸟器，苍蝇拍，拍击物，（英）未入社交界的少女
ermine	'ә:min	n. 白鼬，白鼬毛皮[法] 法官职位，法官制服
elle		n. 世界时装之苑（时尚类期刊）；依尼（服装品牌名）
donated	dəuˈneitid	v. （尤指向慈善机构）捐赠（ donate的过去式和过去分词 ）; 献（血）; 捐（血）; 捐献（器官）
disgracefully	dɪs'ɡreɪsfəlɪ	adv. 丢脸地，不光彩地
coupled	'kʌpld	v. 联接的；成对的；耦合的；共轭的（couple的过去分词形式）
chaperon	'ʃæpәrәun	n. 年长女伴vt. 伴护
catkin	'kætkin	n. 柔荑花序[医] ì荑花序
brushwork	'brʌʃwә:k	n. 笔法，绘画
brittleness	'britlnis	[计] 脆度，致命性[化] 脆性
boyo	ˈbɔɪəʊ	n. 男孩，小伙子
bolshie	ˈbɒlʃi	a. 不合作的，左翼的
blackmailer	'blækmeilә	n. 勒索者，敲诈者[法] 敲诈者，勒索者
baguette	bæ'^et	n. 法国棍子面包
archangel	'ɑ:keindʒәl	n. 天使长，第八级天使
woodside	'wjdsaid	n. 树林的边缘，邻接树林的农村
waring		n. 华林（一数学问题，自定义记录中删除将不会付诸循环）；华陵（姓氏）
waldo	'wɔ:ldәu	n. 沃尔多（男子名）
tacitus	tæsitəs	n. 塔西佗（古罗马元老院议员）
steinberg		n. 斯坦伯格（人名）
steadman		n. (Steadman)人名；（英、瑞典）斯特德曼
rimbaud		n. (Rimbaud)人名；（法）兰波
od	ɒd	n. 自然力[医] 动物磁力（旧名）
nuneaton		n. 纽尼顿（英国城市）
murmansk	muә'mɑ:nsk	摩尔曼斯克[苏联西北部港市]（临科拉湾）
hillman		n. 住在山区的人
essen	'esn	n. 埃森市（德意志联邦共和国西部城市）
doubleday		道布尔迪
chatsworth		n. 查特斯沃思庄园
boyne	'bɔin	n. 博因河（爱尔兰东部河流）
blighty	'blaiti	n. <英俚>英国本土，老家
aspen	'æspәn	n. 山杨a. 山杨的，颤抖的
wattage	'wɒtidʒ	n. 瓦（特）数[医] 瓦特数
voyeurism	vwɑ:'j\\\\:rizәm	n. 观淫癖
transportable	træns'pɒ:tәbl	a. 可运输的
suckling	'sʌkliŋ	n. 乳儿，乳臭未干的小子
statutorily	'stætjutərili	adv. 根据法律条文地
ssh		int. 嘘！
sparkly	'spɑ:klɪ	闪耀的
remembering		n. 回忆，记住
poultice	'pәultis	n. 泥罨剂vt. 敷泥罨剂于
pentecostal	.penti'kɒ:stl	a. 五旬节的，五旬节派教会的
paling	'peiliŋ	n. 木栅，围篱
nameplate	'neimpleit	n. 名牌，标示牌
murmured		v. 呐呐地说；喁喁细语（murmur的过去分词）
motorcade	'mәutәkeid	n. 汽车行列
lyrically		adv. 抒情地；诗意地；狂热地
liquefy	'likwifai	v. （使）溶解，（使）液化
harridan	'hæridәn	n. 凶恶的老妇，丑婆，鬼婆
generated		a. 生成的；发生的
dovecote	'dʌvkɔt	n. 鸽棚，鸽房
diktat	dik'tɑ:t	n. 勒令，绝对命令
crackers	'krækәz	a. 精神错乱的，癫狂的，狂热的
coppery	'kɒpәri	a. 含铜的，铜一样的，铜制的[建] 似铜的，含铜的，铜的
circularity	.sә:kju'læriti	n. 圆，圈状，环状[化] 圆形度
chili	'tʃili	n. 干辣椒，辣椒粉
beautician	bju:'tiʃәn	n. 美容师
battleaxe	'bæt(ə)l.æks	n. 悍妇，母夜叉; （旧时的）战斧
arbour	'ɑ:bә	n. 藤架，凉亭[机] 心轴
angora	æŋ'gәurә	n. 安哥拉，安哥拉猫，安哥拉山羊，马海毛
acclimatize	ә'klaimәtaiz	vt. 使适应新环境，使服水土vi. 服水土
silverman		西尔弗曼（人名）
samuels		n. (Samuels)人名；（西、瑞典）萨穆埃尔斯；（英）塞缪尔斯
rfc		[计] 电子出版物请发表评论
petersen		n. (Petersen)人名；（英、德、西、俄、意、芬、荷、丹、罗）彼得森
mckinnon		n. (McKinnon)人名；（英）麦金农麦金农
imogen	'imәdʒen	伊莫金（女子名）
geraint	dʒə'reint	n. 杰伦特（男子名）
dutton		达顿（人名）达顿（地名）
berkhamsted		n. 伯克翰斯德
asher		n. 亚瑟（犹太民族的祖先之一，雅各的第八个儿子）
upholsterer	ʌp'hәulstәrә	n. 室内装璜商，家具商
timekeeping		[经] 计时
steepen	'sti:pәn	vt. 使陡峭vi. 变陡峭
redemptive	ri'demptiv	a. 赎回的，救世的，赎身的
recombine	.ri:kәm'bain	vt. 再结合，重组
questing		a. 探求的
percussive	pә'kʌsiv	a. 敲击的，有强大冲击力的，令人震惊的，叩诊的
lineament	'liniәmәnt	n. 容貌，相貌，轮廓
interment	in'tә:mәnt	n. 埋葬，土葬[医] 埋葬
idealization	ai.diәlai'zeiʃәn	n. 理想化，理想化事物[医] 观念化，理想化
hazily	'heizili	adv. 朦胧地，模糊地
equitably	'ekwitәbli	adv. 公正地，依据衡平法
emphysema	.emfi'si:mә	n. 肺气肿[医] 气肿，肺气肿
devalued	di:ˈvælju:d	v. 使（货币）贬值（ devalue的过去式和过去分词 ）; 降低（某事物）的价值，贬低
corded	'kɒ:did	a. 用（细）绳子捆扎的
articled	'ɑrtɪkld	a. 合同雇用培训的；（学徒）受契约约束的v. 使受协议条款的约束；指控（article的过去式和过去分词）
worcs	wə:ks	abbr. Worcestershire
triomphe		n. （法语）凯旋
monmouthshire	'mɔnməθʃiə	n. 蒙茅斯郡（位于英国威尔士）
lindley		n. (Lindley)人名；（英、西、葡）林德利
linden	'lindәn	n. 椴，菩提树[医] 椴树（菩提树）
hays	heiz	海斯（姓氏）
alphonse	'ælfɔns	n. 阿方斯（Alphonso的异体）(m.)
smilingly		adv. 微笑地，含笑地
shrouded	ʃraudid	v. 隐瞒（ shroud的过去式和过去分词 ）; 保密
sensationally		耸人听闻地
scrambler	'skræmblә	n. 扰频器，爬行者[计] 密码器
schoolbook	'sku:lbuk	n. 教科书
scaremonger	'skєәmʌŋgә	n. 散布谣言的人，危言耸听者
remorseful	ri'mɒ:sful	a. 极为后悔的，懊悔的
pistachio	pi'stɑ:ʃiәu	n. 阿月浑子树，阿月浑子果实，淡草绿色
formatting	'fɔ:mætiŋ	[计] 格式化
eyrie	'iәri	n. (=aerie)（鹰等的）巢，高山住屋（或城堡）
couturier	kutyr'je	n. 时髦女服商店，时髦女服商/女设计师
conclave	'kɒnkleiv	n. 秘密会议，教皇选举会议，红衣主教团
companionably	kəm'pænɪənəblɪ	adv. 和善地
ng		[化] 硝化甘油
mcgovern		n. (McGovern)人名；（英）麦戈文麦戈文
mastercard	'mɑ:stə,kɑ:d	n. 万事达信用卡
malaga	'mælәgә	n. 马拉加产葡萄，马拉加产葡萄酒
dunstan	'dʌnstәn	n. 邓斯坦(m.)
billington		n. (Billington)人名；（英）比林顿
timbered	'timbәd	a. 长满树木的，树木茂盛的，木制的
seaborne	'si:bɒ:n	a. 海上的，漂流的[经] 海运的，由海轮装运的
reconciled	'rekənsaɪld	v. 使和好（ reconcile的过去式和过去分词 ）; 和解; 使一致; 使和谐
propellant	prәu'pelәnt	n. 推进剂，发射火药，推进者[化] 火药
parabolic	,pærә'bɔlik	a. 寓言的，比喻的，抛物线的，抛物线状的[机] 抛物线的
millilitre	'milili:tә	n. 毫升
matins	mætnz	n. 晨祷
flightless	'flaitlis	a. 不能飞的
escaper	ɪs'keɪpər	排放器
rossetti	rɔ'seti	罗塞蒂（姓氏）
pushkin	'pu:ʃkin	普希金（Alexander Sergeevich, 1799-1837, 俄国诗人、散文家、剧作家）
lucian	'lu:sjәn	n. 琉善（腊修辞学家和讽刺诗人）；卢西恩（男子名）
hanbury		n. (Hanbury)人名；（英）汉伯里
gillette		n. 吉列公司（财富500强公司之一）
worthlessness		毫无价值没用
temporally		现世地暂时地
tannery	'tænәri	n. 制革厂，硝皮厂[化] 鞣革厂; 皮革厂
enabler		n. 使能器，使能者；促成者，赋能者
winchelsea		n. (Winchelsea)人名；（英）温切尔西
sheerness		n. 透迷；透明薄织物
peterhead		彼得黑德
nadia		n. 纳迪亚（人名，特指香港女明星陈松龄）
gideon	'gidiәn	n. 吉迪恩（犹太勇士）
doomsday	'du:mzdei	n. 世界末日
cordelia	kɔ:'di:ljə	n. 科迪莉亚（女子名）；天卫六（环绕天王星运行的一颗卫星）
blades		n. 刀刃；扁叉；刀片（blade的复数）
astley		n. (Astley)人名；（英）阿斯特利；（瑞典）阿斯特莱
trad	træd	a. 传统的
titillation		[医] 搔痒，撩痒
stockman	'stɔkmәn	n. 牧场主，牧场工人，饲养员，仓库管理员[经] 仓库管理员
searchingly	'sɜ:tʃɪŋlɪ	adv. 锐利地
motiveless	'mәutivlis	a. 无动机的
incised	in'saizd	a. 切入的，切开的[医] 切[开]的
heckler	'heklә	n. 激烈质问者
containing		n. 包含
amateurism	'æmәtә:rizm	n. 外行做法，业余身份
summerfield		n. (Summerfield)人名；（英）萨默菲尔德
sackville	'sækvil	萨克维尔（姓氏）
radley		n. (Radley)人名；（英）拉德利
dso		[计] 数据安全员，直接系统输出
vehicular	vi'hikjulә	a. 车的，作为媒介的，用车辆运载的
unreleased		a. 非除阻的；不吐放的
revivalist	ri'vaivəlist	n. 信仰复兴运动者，领导宗教复兴运动者
ocular	'ɒkjulә	a. 眼睛的，用眼的，凭视觉的，目击的n. 目镜
inquisitorial	in.kwizi'tɒ:riәl	a. 询问者的，严格审问的，好询问的[法] 审问官的，调查官的，有关审问的
tring		n. 特林（人名）；特陵（地名）
judah	'dʒu:dә	n. 犹太，犹太所出的后裔
haddon	'hædən	n. 哈登（美国城市名）；哈顿（姓氏）
onboard	'ɒn'bɒ:d	adv. 在板上，在船上，在车上，在飞机上
mathew		n. 马修（男子名）
honolulu	.hɒnә'lu:lu:	n. 火奴鲁鲁（檀香山）
proved		prove的过去式和过去分词
sundance		n. 太阳舞（车名）；日之舞（歌曲名）；圣丹斯（电影节名）；圣得西（服装品牌名）
noddy	'nɒdi	n. 笨人，傻瓜，黑燕鸥
virulence	'virjulәns	n. 剧毒性，毒性，恶毒[医] 毒力，毒性
hussar	hu'zɑ:	n. 轻骑兵
granulated	'^rænjuleitid	a. 成颗粒的，细粒的
attendee	æten'di:	[计] 出席人，参加者，被照顾者，被服务者
ypres	'iprɔ	n. 伊普尔（比利时西佛兰德省的一城市）
souffle	'su:fl	n. 杂音[医] 杂音，吹气音
framer	'freimә	n. 组成者，构成者，筹划者[电] 调帧器
reykjavik	'reikjә,vi:k	n. 雷克雅维克（冰岛首都）
che		abbr. [医]胆碱酯酶（等于cholinesterase）；充电指示灯；化学（等于Chemical）
relearn	ri:'l\\\\:n	v. 再学习
polisher	'pɒliʃә	n. 磨亮的人，磨光器[化] 磨光机
vittorio	vi'tɔ:riәj	n. 维托利奥（Victor的异体）(m.)
hathaway		n. 哈撒韦（衬衫品牌）；海瑟薇（人名）
sodomy	'sɔdәmi	n. 鸡奸，兽奸[法] 鸡奸，兽奸，猥亵行为
diehard	'daihɑ:d	n. 顽固分子[法] 顽固分子，顽固派，死不屈从者
cartography	kɑ:'tɒgrәfi	n. 地图制作，制图学，制图
wayfarer	'wei.fєәrә	n. 旅行者
harmonium	hɑ:'mәuniәm	n. 簧风琴
devilishly	ˈdevəlɪʃli	adv. 过分地，厉害地
charybdis	kә'ribdis	n. [希神]卡律布迪斯
whoosh	hwu:ʃ	n. 飞快移动v. （使）嗖嗖地飞快移动
vaunted		a. 自夸的，大肆吹嘘的，自负的
undesirability	'ʌndi,zaiәrә'biliti	不受欢迎，不良，不愉快，不合需要
touched	tʌtʃt	a. 精神不太正常的，受感动的
theatregoer	'θiәtә.gәuә	n. 看戏常客
tenseness	'tensnis	n. 紧张
spoilsport	'spɒilspɒ:t	n. 扫兴者
solecism	'sɒlisizm	n. 语法错误，失礼
scrimp	skrimp	vt. 过度缩减vi. 力求节省a. 不足的，吝啬的
scraggy	'skrægi	a. 骨瘦如柴的，瘦弱的，凸凹不平的
rumoured		a. 传闻的，谣传的
resoundingly	rɪ'zaʊndɪŋlɪ	adv. 鸣响地; 回响地; 令人瞩目地; 轰动地
remould	'ri:'mәuld	vt. 重新塑造，改造，改铸[经] 改造，重新塑造
refashion	.ri:'fæʃәn	vt. 再做，重制[经] 再做，重制
pyrrhic	'pirik	n. 出征舞，抑抑格a. 出征舞的，抑抑格的
protract	prәu'trækt	vt. 延长，拖延，伸出，绘制[法] 延迟，拖延，延长
pickaxe	'pi,kæks	n. 鹤嘴锄，镐vt.vi. 用鹤嘴锄掘
miniscule	'miniskju:l	a. (=minuscule)草写小字的，小字的
messily	'mesili	adv. 乱糟糟地；棘手地
mawkish	'mɒ:kiʃ	a. 淡而无味的，令人作呕的，感伤的
looseness	'lu:snis	n. 松，松弛，漠然[医] 松驰
looping		[电] 回路法
killjoy	'kildʒɒi	n. 令人扫兴的人，煞风景
jackboot	'dʒækbu:t	n. 长统靴
intermingling	ˌɪntə'mɪŋgəlɪŋ	[医]混和，搀和
ineradicable	.ini'rædikәbl	a. 不能根除的，根深蒂固的
hater	'heitә(r)	n. 怀恨者
hankering	'hæŋkәriŋ	n. 渴望，切望
hamstrung		hamstring的过去式和过去分词
groaning		n. 呻吟；活塞在气缸内的不正常声；哼声
forewarning	fɔ:'wɔ:nɪŋ	a. 预先警告的v. 预先警告，事先告知（ forewarn的现在分词 ）
explaining	iksˈpleinɪŋ	v. 讲解，解释（ explain的现在分词 ）; 说明…的原因，辩解; 说明，解释，辩解
encroaching	ɪn'krəʊtʃɪŋ	a. 渐渐渗入的v. 侵犯（ encroach的现在分词 ）; 侵占; 侵害; 妨碍（正常生活或活动等）
disinter	.disin'tә:	vt. 掘出，发掘，使显露
dehumanise	di:'hjʊmənaɪz	vt. 使失去人性，使非人化
coathanger	'kəut,hæŋə	n. 衣架
cartload	'kɑ:tlәud	n. 一车的载量，大量
brashness	'bræʃnəs	n. 自以为是，莽撞无礼
bewail	bi'weil	v. 悲悼，哀泣，哀叹
awol	'eiwә:l	absent without leave 擅离职守的
advisability	әd.vaizә'biliti	n. 明智
wrinkly	'riŋkli	a. 有皱纹的，易生皱纹的
winsome	'winsәm	a. 引人注目的，迷人的，可爱的
windbreak	'windbreik	n. 防风林，防风物
wilfulness	'wɪlfəlnɪs	n. 任性；倔强
victual	'vitәl	n. 食物vt. 供应食物给vi. 吃，贮藏食品
velour	vә'luә	n. 天鹅绒，拉绒织物，丝绒
vacantly		adv. 空虚地，心不在焉地，无表情地
uppity	'ʌpiti	a. 自负的，傲慢的，不易控制的
upfield	ʌp'fi:ld	（足球等运动中）向前场的[地], 高磁场
upbraid	ʌp'breid	vt. 谴责，责骂，申斥
untiring	.ʌn'taiәriŋ	a. 不疲倦的，不懈的，不屈不挠的
untarnished	ʌn'ta:nɪʃt	a. 未失去光泽的; 未受玷污的
unspeakably	ʌn'spi:kəblɪ	adv. 不能以语言表达地，无法形容地
unravelling	ʌnˈrævəlɪŋ	v. 解开，拆散，散开（ unravel的现在分词 ）; 阐明; 澄清; 弄清楚
unpolished	.ʌn'pɒliʃt	a. 未磨光的，无光泽的，未经润饰的
undramatic	'ʌndrә'mætik	a. 缺乏戏剧性的，平淡无奇的
turnround	'tә:nraund	（机车、货车）周转（时间）
toehold		n. 不稳的小立足点，克服困难的办法，微小的优势
tetchy	'tetʃi	a. 易怒的，暴躁的，突然发脾气的
sublimely	sə'blaɪmlɪ	adv. 高尚地，卓越地
ston		n. 上海四通（电器品牌）
splodge	splɔdʒ	n. 污点
slapstick	'slæpstik	n. 闹剧，趣剧
silvered	'silvәd	v. 镀银（变成银白色）
shrieking	ʃri:kɪŋ	v. 尖叫（ shriek的现在分词 ）
sharpish	ˈʃɑ:pɪʃ	a. & adv. 相当锐利的（地）
shabbily	'ʃæbili	adv. 衣衫褴褛地，不体面地，卑鄙地
servility	sә:'viliti	n. 奴态，卑屈
screamer	'skri:mә	n. 尖声叫喊的人；令人惊叹的事；惊叹符号；耸人听闻的标题
sawn	sɔ:n	saw的过去分词
revealingly	ri'vi:liŋli	adv. 启发人地；袒胸露肩地
pussycat	'pusikæt	n. 猫
prude	pru:d	n. 拘守礼仪的人，故作正经的人
prima	'pri:mә	a. 第一的，主要的
priggish	'prigiʃ	a. 一本正经的，死板的，自负的
plundering	ˈplʌndərɪŋ	v. 掠夺，抢劫（ plunder的现在分词 ）
plastered	'plæstәd	a. 醉醺醺的，抹上灰泥的，涂得厚厚的
piquancy	'pi:kәnsi	n. 辛辣，辣味，尖刻，激励，可爱
phosphorescent	.fɒsfә'resnt	a. 发出磷光的，闪磷火的，磷光性的[医] 磷光的
pervading	pə'veɪdɪŋ	v. 遍及，弥漫（ pervade的现在分词 ）
persisting	pəˈsistɪŋ	v. 坚持（ persist的现在分词 ）; 维持; 保持; 持续存在
peripherally	pə'rɪfərəlɪ	adv. 外围地，外面地
palaver	pә'lɑ:vә	n. 谈判，交涉，洽商，废话，奉承vi. 唠叨，拍马屁，交涉，用花言巧语骗人vt. 笼络，哄骗
orientated	ˈɔ:ri:enˌteɪtid	v. 朝向（ orientate的过去式和过去分词 ）; 面向; 确定方向; 使适应
mechanize	'mekәnaiz	vt. 使机械化，用机械装置，机动化[机] 机械化之，令其机械化
masterplan	'mɑ:stәplæn;'mæs-	v. 根据总体规划设计
marriageable	'mæridʒәbl	a. 可结婚的，适合结婚的
juke	dʒu:k	vt. 用假动作诱使
ineffectively	ˌɪnɪ'fektɪvlɪ	adv. 无效地; 不起作用地; 无能力地
indissoluble	.indi'sɒljubl	a. 不能溶解的，不能分解的，坚固的
importing		v. 导入；进口（import的现在分词）
hankie	'hæŋki	n. 手帕
handmaiden	'hændmeid(ә)n	n. 侍女，女仆
gunboat	'gʌnbәut	n. 炮舰，炮艇
grossness	'grәusnis	n. 肥满，粗杂，粗劣
giggling	ˈɡiɡlɪŋ	v. 咯咯地笑（ giggle的现在分词 ）
galvanized	'ɡælvənaɪzd	v. 用锌镀（铁）（ galvanize的过去式和过去分词 ）; 激起某人行动起来
freakish	'fri:kiʃ	a. 朝三暮四的，见异思迁的，畸形的
forgivable	fә'givәbl	a. 可宽恕的[法] 可宽恕的
exotica	eɡ'zɔtikә	n. 新奇事物，异族事物
exactness	ig'zæktnis	n. 正确，精确
doggerel	'dɒgәrәl	n. 打油诗
detested	dɪˈtestid	v. 憎恶，嫌恶，痛恨（ detest的过去式和过去分词 ）
deify	'di:ifai	vt. 奉为神，奉若神明，崇拜
cranium	'kreiniәm	n. 颅，头盖骨[医] 颅
connaught		[人名] 康诺特; [地名] [加拿大] 康诺特
colourfully		色彩斑斓地丰富多彩地
benevolently	bi'nevәlәntli	adv. 仁慈地，慈善地
befuddled	bi'fʌdld	a. 昏沉的，糊里糊涂的v. 使…迷惑；使…烂醉（befuddle的过去分词）
bedsitter		n. 卧室兼起居室
bashing	'bæʃiŋ	n. [矿]用废矸石充填采空区；猛击，抨击
baddie	'bædi	n. 坏人，（尤指电影中之）恶人
avec		abbr. Allen video-enhanced contrast microscopy 艾伦视像增强相差显微术; automatic vibration exciter control 自动振动激励器控制
aspersion	ә'spә:ʃәn	n. 诽谤，中伤，洒水[医] 喷洒[法]
surbiton		瑟比顿（英国地名）
wheelwright	'hwi:lrait	n. 车轮修造人，车匠
waxen	'wæksn	a. 蜡的，象蜡一样软的，无生气的，苍白的
uplifted	ʌp'liftid	a. 举起的，上升的
unprocessed	,ʌn'prәjsest; -'prɔ-	a. 未被加工的
unpaved	.ʌn'peivd	a. 没有铺砌的
unpainted	ʌn'peintid	a. 无复层的；未上漆的
unintelligent	'ʌnin'telidʒәnt	a. 缺乏才智的，无知的，愚蠢的[计] 非智能
unfreeze	.ʌn'fri:z	vt. 使解冻，解除（资金）的冻结
unclothed	ˌʌnˈkləʊðd	v. 使脱去衣服，剥光（ unclothe的过去式和过去分词 ）
unclipped	,ʌn'klipt	a. 未剪（短）的
tumbledown	'tʌmbldaun	a. 摇摇欲坠的
ticker	'tikә	n. 滴答响的东西，断续器[经] 股票行情自动收录器
sugared	'ʃuɡәd	a. 加了糖的；甜蜜的
sobbing	'sɔbiŋ	[医] 呜咽
sleeplessness		[医] 失眠
shaved		shave的过去式和过去分词
reseal	ri'si:l	[化] 再封; 再密封
recant	ri'kænt	vt. 放弃vi. 放弃信仰，撤回声明，公开认错
pushing	'puʃiŋ	a. 有精力的，富有进取心的，莽撞的
pungency	'pʌndʒәnsi	n. 辛辣，刺激，苦痛
placatory	'pleikәtәri	a. 抚慰的，平息的，怀柔的，调解的，融洽的
overemphasise	,əuvər'emfəsis	vt.,vi. [主英国英语]=overemphasize
overarching	ˌəʊvərˈɑ:tʃɪŋ	a. 首要的v. 在…上方成拱形（ overarch的现在分词 ）
optimally	'əptəməli	最佳
offcut	ˈɒfkʌt	n. （木材等的）斜料，纸边; 边角料
oceanographic	,әjʃiәnәj'^ræfik	a. 海洋学
nectarine	'nektәri:n	n. 蜜桃
moonless	'mu:nlis	n. 无月亮的
misprint	mis'print	n. 印错，印刷错误vt. 印错
minesweeper	'main,swi:pә	n. 扫雷舰[计] 扫雷
martinet	.mɑ:ti'net	n. 严格执行纪律的人
manliness	'mænlinis	n. 男子气概，雄纠纠，勇敢
mangy	'meindʒi	a. 疥癣的，污秽的
lampoon	læm'pu:n	n. 讽刺文vt. 讽刺
knowledgeably		adv. 有知识地；聪明地
jawbone	'dʒɒ:bәun	n. 颚骨，下颚骨，信用v. 赊买
interminably	ɪn'tɜ:mɪnəblɪ	adv. 漫无止境地; 没完没了地; 无限地; 冗长地
intelligibly	in'telidʒәbli	adv. 易理解地
institutionalization		[法] 制度化
indecisiveness	[ˌɪndɪˈsaɪsɪvnɪs]	n. 犹豫不定
impetuosity	im.petʃu'ɒsiti	n. 狂暴，猛烈，性急，冲力
illumine	i'lju:min	vt. 照明，点亮，启发
gravedigger	'greivdigә	n. 挖墓者，埋葬虫
gradualist	'ɡrædʒʊəlɪst	渐进主义者（的）
gladiatorial	.glædiә'tɒ:riәl	a. 斗剑者的，争论的
foolscap	'fu:lzkæp	n. 滑稽帽，圆锥形纸帽，大页书写纸
fiendishly	'fi:ndiʃli	adv. 恶魔似，极坏，残忍，凶恶，（非正式）非常聪明，不简单，不平凡
fecund	'fi:kәnd	a. 生殖力旺盛的，多产的，丰饶的，肥沃的
extraordinaire	,ekstrә,ɔ:di'neә	<法>adj.[用作后置形容词]异常的，特别的，非凡的
espresso	e'spresәu	n. （用汽加压煮出的）浓咖啡
diva	'di:vә	n. 歌剧女主角/首席女主角，主要女歌手
dishy	'diʃi	a. 有魅力的
disassemble	.disә'sembl	vt. 解开，拆开
demoralization	di.mɒrәlai'zeiʃәn	n. 道德败坏，堕落，士气低落[法] 道德伦丧，风俗败坏，士气低落
cosh	kɔʃ	n. 大头棍，内装金属的橡皮棒，铅棒，短棍vt. 用短棍打，用棍棒打
cornered	'kɔ:nәd	a. 有……角的
clattering		vt.& vi. 发出咔哒声（clatter的现在分词形式）
cheerleader	'tʃiәli:dә	n. 啦啦队长
calumny	'kælәmni	n. 诽谤，中伤[法] 诬告，诽谤，中伤
broody	'bru:di	a. （要）抱窝的，多产的，思考的
betwixt	bi'twikst	adv. 在其间，不走极端prep. 在……之间，在……中间
berk	bɜ:k	n. 傻瓜
arraign	ә'rein	vt. 提讯，传讯，责难[法] 传讯，提审，控告
appealingly		adv. 有感染力，吸引人，有趣，哀诉似，恳求似
valentino	,vælən'ti:nəu	n. （意）瓦伦蒂诺（姓氏）；华伦天奴（品牌名）
karin		n. 增血鬼（漫画书）；卡琳（女子名）；加林仙人（动画片）
heaney		n. (Heaney)人名；（英）希尼
fortnum		[人名] [英格兰人姓氏] 福特纳姆绰号，四肢发达头脑简单的人，来源于古法语，含义是“强壮的+驴”(strong+donkey)
critchley		n. (Critchley)人名；（英）克里奇利
wimpy	'wimpi	a. <俚> = wimpish
waterline	'wɒtәlain	n. 吃水线
warehouseman	'weәhajsmәn	[法] 经营，管理货栈业者，管理仓库者
voyeuristic	,vwɑ:jә'ristik	a. 喜好窥阴的
telegraphic	.teli'græfik	a. 电报发送的，电报的，简短的[经] 电送的，电报的
tarry	'tæri	vi. 耽搁，逗留，留住，等候n. 逗留a. 涂了焦油的
stonily	ˈstəʊnɪli	adv. 石头地，冷酷地
